lesson_id,unit,exercise_set,purpose,recommended_count,canonical_lesson_path,answer_boundary,grading_policy
A13.6,A13,A13.6-EXIT,Two-item exit check: one direct and one mixed/transfer item.,2,/subjects/math/algebra/exponential-logarithmic/compound-interest/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A13.7,A13,A13.7-P1,Evaluate.,2-5,/subjects/math/algebra/exponential-logarithmic/continuous-growth-and-e/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A13.7,A13,A13.7-P2,Compare discrete/continuous.,2-5,/subjects/math/algebra/exponential-logarithmic/continuous-growth-and-e/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A13.7,A13,A13.7-P3,Doubling/half-life numerically.,2-5,/subjects/math/algebra/exponential-logarithmic/continuous-growth-and-e/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A13.7,A13,A13.7-P4,Interpret e.,2-5,/subjects/math/algebra/exponential-logarithmic/continuous-growth-and-e/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A13.7,A13,A13.7-EXIT,Two-item exit check: one direct and one mixed/transfer item.,2,/subjects/math/algebra/exponential-logarithmic/continuous-growth-and-e/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A13.8,A13,A13.8-P1,Convert forms.,2-5,/subjects/math/algebra/exponential-logarithmic/logarithms-as-inverse-operations/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A13.8,A13,A13.8-P2,Evaluate exact logs.,2-5,/subjects/math/algebra/exponential-logarithmic/logarithms-as-inverse-operations/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A13.8,A13,A13.8-P3,State restrictions.,2-5,/subjects/math/algebra/exponential-logarithmic/logarithms-as-inverse-operations/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A13.8,A13,A13.8-P4,Solve simple equations.,2-5,/subjects/math/algebra/exponential-logarithmic/logarithms-as-inverse-operations/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A13.8,A13,A13.8-EXIT,Two-item exit check: one direct and one mixed/transfer item.,2,/subjects/math/algebra/exponential-logarithmic/logarithms-as-inverse-operations/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A13.9,A13,A13.9-P1,Expand and condense.,2-5,/subjects/math/algebra/exponential-logarithmic/logarithm-laws/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A13.9,A13,A13.9-P2,Derive laws.,2-5,/subjects/math/algebra/exponential-logarithmic/logarithm-laws/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A13.9,A13,A13.9-P3,Track domains.,2-5,/subjects/math/algebra/exponential-logarithmic/logarithm-laws/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A13.9,A13,A13.9-P4,Error analysis.,2-5,/subjects/math/algebra/exponential-logarithmic/logarithm-laws/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A13.9,A13,A13.9-EXIT,Two-item exit check: one direct and one mixed/transfer item.,2,/subjects/math/algebra/exponential-logarithmic/logarithm-laws/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A13.10,A13,A13.10-P1,Matching bases.,2-5,/subjects/math/algebra/exponential-logarithmic/solving-exponential-equations/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A13.10,A13,A13.10-P2,Log method.,2-5,/subjects/math/algebra/exponential-logarithmic/solving-exponential-equations/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A13.10,A13,A13.10-P3,Multiple exponential terms.,2-5,/subjects/math/algebra/exponential-logarithmic/solving-exponential-equations/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A13.10,A13,A13.10-P4,Growth-time applications.,2-5,/subjects/math/algebra/exponential-logarithmic/solving-exponential-equations/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A13.10,A13,A13.10-EXIT,Two-item exit check: one direct and one mixed/transfer item.,2,/subjects/math/algebra/exponential-logarithmic/solving-exponential-equations/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A13.11,A13,A13.11-P1,Log equations.,2-5,/subjects/math/algebra/exponential-logarithmic/solving-logarithmic-equations-and-logarithmic-models/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A13.11,A13,A13.11-P2,Multiple logs.,2-5,/subjects/math/algebra/exponential-logarithmic/solving-logarithmic-equations-and-logarithmic-models/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A13.11,A13,A13.11-P3,pH/decibel-style interpretation.,2-5,/subjects/math/algebra/exponential-logarithmic/solving-logarithmic-equations-and-logarithmic-models/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
